id,name,origin_url,latitude,longitude,flag_icon,address,gender,website,email,phone,img,manager,curriculum,years,accreditation,offers,students_count,available_places,fees_kg,fees_primary,fees_grade_1,fees_grade_2,fees_grade_3,fees_grade_4,fees_grade_5,fees_grade_6,fees_grade_7,fees_grade_8,fees_grade_9,fees_grade_10,fees_grade_11,fees_grade_12,fees_grade_13,vision,mission
6a64a646-9f8f-eb11-ba73-005056b39b72,أدب الطفل للتدريب التربوي,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=6a64a646-9f8f-eb11-ba73-005056b39b72,,,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_Other_Flag.png,- - 331 الدوحة,ذكور وإناث,,clc.qatar@yahoo.com,,https://nsis.edu.gov.qa/Logo/report_header_logo.jpg,-,,- UN,,لا,999,نعم,,,,,,,,,,,,,,,,,
8e86ac40-9f8f-eb11-ba73-005056b39b72,ارتس اند كرافتس,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=8e86ac40-9f8f-eb11-ba73-005056b39b72,,,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_Other_Flag.png,- - 974 الدوحة,ذكور وإناث,,,,https://nsis.edu.gov.qa/Logo/report_header_logo.jpg,-,,- UN,,لا,0,لا,,,,,,,,,,,,,,,,,
af3a745a-f3c6-e911-ba51-005056b3f1dc,,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=af3a745a-f3c6-e911-ba51-005056b3f1dc,25.418252,51.433694,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_IB_Flag.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43801dbd-2e60-e511-80c5-74867aecd23a,,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=43801dbd-2e60-e511-80c5-74867aecd23a,25.33524,51.48521,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_England_Flag.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a72d97a9-3d68-e311-93f9-00155d283a04,أكاديمية اديسون العالمية – فرع مريخ,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=a72d97a9-3d68-e311-93f9-00155d283a04,25.262532,51.432712,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_England_Flag.png,مريخ - معيذر الشمالي محمد بن حاطب 280 12968 الريان مريخ,ذكور وإناث,http://www.edisoninternationalacademy.com,edison.muraikh@education.qa,44270524,https://nsis.edu.gov.qa/Logo/report_header_logo.jpg,School Manager & License Owner - جوهانا شاولا,المنهج البريطاني,- روضة - تمهيدي - الأول - الثاني - الثالث - الرابع - الخامس - السادس - السابع - الثامن - التاسع - العاشر - الحادي عشر - الثاني عشر - الثالث عشر,"- Edexcel - 91623
Cambridge",نعم,2991,نعم,"17,716 ر.ق","18,901 ر.ق","21,270 ر.ق","21,270 ر.ق","21,270 ر.ق","21,270 ر.ق","23,587 ر.ق","23,587 ر.ق","24,720 ر.ق","25,287 ر.ق","25,853 ر.ق","29,252 ر.ق","29,819 ر.ق","30,385 ر.ق","30,385 ر.ق",رؤية المدرسة,أهداف المدرسة
83fdab97-3d68-e311-93f9-00155d283a04,أكاديمية أديسون انترناشيونال,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=83fdab97-3d68-e311-93f9-00155d283a04,25.3218,51.49134,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_England_Flag.png,المرخية - 879 879 879 12968 الدوحة المرخية,ذكور وإناث,http://www.edisoninternationalacademy.com,edison.markheya@education.qa,44887135,https://nsis.edu.gov.qa/Logo/report_header_logo.jpg,Deputy Director for Academic Affairs - ميريد وايت,المنهج البريطاني,- روضة - تمهيدي - الأول - الثاني - الثالث - الرابع - الخامس - السادس,-,نعم,482,نعم,"17,000 ر.ق","18,150 ر.ق","20,450 ر.ق","20,450 ر.ق","20,450 ر.ق","20,450 ر.ق","22,700 ر.ق","22,700 ر.ق",,,,,,,,رؤية المدرسة,أهداف المدرسة
92d9f2cb-200b-ec11-ba78-005056b39b72,أكاديمية أديسون جلوبال,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=92d9f2cb-200b-ec11-ba78-005056b39b72,,,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_England_Flag.png,لوسيل - - لبصير 219 12968 الظعاين لوسيل,ذكور وإناث,,edisonglobal@education.qa,+974 66 03 44 97,https://nsis.edu.gov.qa/Logo/report_header_logo.jpg,School Manager & License Owner - وداد ابراهيم داود,المنهج البريطاني,- روضة - تمهيدي - الأول - الثاني - الثالث - الرابع - الخامس - السادس - السابع - الثامن - التاسع - العاشر - الحادي عشر - الثاني عشر,,نعم,830,نعم,"30,000 ر.ق","30,000 ر.ق","32,000 ر.ق","32,000 ر.ق","32,000 ر.ق","32,000 ر.ق","32,000 ر.ق","32,000 ر.ق","34,000 ر.ق","34,000 ر.ق","34,000 ر.ق","38,000 ر.ق","38,000 ر.ق","38,000 ر.ق",,,
3942bbb9-3267-e311-93f9-00155d283a04,أكاديمية إديو كير الدولية الخاصة,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=3942bbb9-3267-e311-93f9-00155d283a04,25.242135,51.553706,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_USA_Flag.png,المطار العتيق - Al Magroun المقرون 983 18095 الدوحة المطار العتيق,ذكور وإناث,http://http://www.eia.qa,educare@education.qa,44667702,https://nsis.edu.gov.qa/Logo/report_header_logo.jpg,School Manager & License Owner - سناء محمد اللوند,المنهج الأمريكي,- K - P - 1 - 2 - 3 - 4 - 5 - 6 - N,-,لا,277,نعم,,,,,,,,,,,,,,,,رؤية المدرسة,أهداف المدرسة
03d4ca84-0f82-e511-80c9-f8db88109e1b,أكاديمية إعداد الدولية,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=03d4ca84-0f82-e511-80c9-f8db88109e1b,25.277853,51.421542,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_England_Flag.png,عين خالد - روضة الغرقات روضة الغرقات 396 12968 الريان عين خالد,ذكور وإناث,,eadadacademy@education.qa,33779863,https://nsis.edu.gov.qa/Logo/report_header_logo.jpg,School Manager & License Owner - فداء محمد عبدالرحمن نصرالله,المنهج البريطاني,- روضة - تمهيدي - الأول - الثاني - الثالث - الرابع - الخامس - السادس,,نعم,396,نعم,"18,000 ر.ق","18,000 ر.ق","24,000 ر.ق","24,000 ر.ق","24,000 ر.ق","24,000 ر.ق","24,000 ر.ق","24,000 ر.ق",,,,,,,,رؤية المدرسة,أهداف المدرسة
3207c9e4-4221-ed11-ba8f-005056b3f1dc,اكاديمية اعداد الدولية - فرع عين خالد,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=3207c9e4-4221-ed11-ba8f-005056b3f1dc,,,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_England_Flag.png,عين خالد - - هير الحرية 396 16655 الريان عين خالد,ذكور وإناث,,eadad-ainkhaled@education.qa,+974 44 36 62 80,https://nsis.edu.gov.qa/Logo/report_header_logo.jpg,School Manager & License Owner - مروة بن الديب,المنهج البريطاني,- K - P - 1 - 2 - 3 - 4 - 5 - 6,,لا,350,نعم,,,,,,,,,,,,,,,,,
